Column1,election_year,pc_name,pc_no,type_category,state,winning_candidate,party,electors,votes,turnout,margin,margin_percent
5297,2009,Pilibhit,26,GEN,Uttar Pradesh ,Varun Gandhi,Bharatiya Janta Party,1310007,837650,63.9,281501,33.6
5298,2009,Pollachi,21,GEN,Tamil Nadu,Sugumar.K,All India Anna Dravida Munnetra Kazhagam,1017811,773303,76,46025,6
5299,2009,Pondicherry,1,GEN,Pondicherry,Narayanasamy,Indian National Congress,762440,608533,79.8,91772,15.1
5300,2009,Ponnani,7,GEN,Kerala,E.T. Muhammed Basheer,Muslim League Kerala State Committee,997075,770205,77.3,82684,10.7
5301,2009,Porbandar,11,GEN,Gujarat,Radadiya Vitthalbhai Hansrajbhai,Indian National Congress,1385818,660768,47.7,39503,6
5302,2009,Pratapgarh,39,GEN,Uttar Pradesh ,Rajkumari Ratna Singh,Indian National Congress,1435159,641017,44.7,29779,4.6
5303,2009,Pune,34,GEN,Maharashtra,Kalmadi Suresh,Indian National Congress,1806953,734482,40.7,25701,3.5
5304,2009,Puri,17,GEN,Orissa,Pinaki Misra,Biju Janata Dal,1322817,910198,68.8,211305,23.2
5305,2009,Purnia,12,GEN,Bihar ,Uday Singh Alias Pappu Singh,Bharatiya Janta Party,1305396,704866,54,186227,26.4
5306,2009,Purulia,35,GEN,West Bengal,Narahari Mahato,All India Forward Bloc,1257799,905208,72,19301,2.1
5307,2009,Purvi Champaran,3,GEN,Bihar ,Radha Mohan Singh,Bharatiya Janta Party,1187264,482094,40.6,79290,16.4
5308,2009,Rae Bareli,36,GEN,Uttar Pradesh ,Sonia Gandhi,Indian National Congress,1379507,666699,48.3,372165,55.8
5309,2009,Raichur,6,ST,Karnataka,Pakkirappa.S.,Bharatiya Janta Party,1486326,682388,45.9,30636,4.5
5310,2009,Raigad,32,GEN,Maharashtra,Anant Geete,Shiv Sena,1359830,769264,56.6,146521,19
5311,2009,Raiganj,5,GEN,West Bengal,Deepa Dasmunsi,Indian National Congress,1108382,900271,81.2,105203,11.7
5312,2009,Raigarh,2,ST,Chhattisgarh,Vishnu Deo Sai,Bharatiya Janta Party,1432746,935750,65.3,55848,6
5313,2009,Raipur,8,GEN,Chhattisgarh,Ramesh Bais,Bharatiya Janta Party,1578868,741969,47,57901,7.8
5314,2009,Rajahmundry,25,GEN,Andhra Pradesh,Aruna Kumar Vundavalli,Indian National Congress,1260974,1021131,81,2147,0.2
5315,2009,Rajampet,41,GEN,Andhra Pradesh,Annayyagari Sai Prathap,Indian National Congress,1311449,997835,76.1,110377,11.1
5316,2009,Rajgarh,20,GEN,Madhya Pradesh ,Narayansingh Amlabe,Indian National Congress,1261062,651383,51.7,24388,3.7
5317,2009,Rajkot,10,GEN,Gujarat,Kuvarjibhai Mohanbhai Bavalia,Indian National Congress,1455072,649750,44.7,24735,3.8
5318,2009,Rajmahal,1,ST,Jharkhand,Devidhan Besra,Bharatiya Janta Party,1167993,644495,55.2,8983,1.4
5319,2009,Rajnandgaon,6,GEN,Chhattisgarh,Madhusudan Yadav,Bharatiya Janta Party,1411051,830578,58.9,119074,14.3
5320,2009,Rajsamand,22,GEN,Rajasthan,Gopal Singh,Indian National Congress,1489231,591390,39.7,45890,7.8
5321,2009,Ramanathapuram,35,GEN,Tamil Nadu,Sivakumar @ J.K. Ritheesh. K,Dravida Munetra Kazhagam,1133391,779721,68.8,69915,9
5322,2009,Rampur,7,GEN,Uttar Pradesh ,Jaya Prada Nahata,Samajwadi Party,1154544,606179,52.5,30931,5.1
5323,2009,Ramtek,9,SC,Maharashtra,Wasnik Mukul Balkrishna,Indian National Congress,1502900,765020,50.9,16701,2.2
5324,2009,Ranaghat,13,SC,West Bengal,Sucharu Ranjan Haldar,All India Trinamool Congress,1329436,1148874,86.4,101823,8.9
5325,2009,Ranchi,8,GEN,Jharkhand,Subodh Kant Sahay,Indian National Congress,1625148,723932,44.6,13350,1.8
5326,2009,Ratlam,24,ST,Madhya Pradesh ,Kantilal Bhuria,Indian National Congress,1251597,637626,50.9,57668,9
5327,2009,Ratnagiri - Sindhudurg,46,GEN,Maharashtra,Dr.Nilesh Narayan Rane,Indian National Congress,1252255,719855,57.5,46750,6.5
5328,2009,Raver,4,GEN,Maharashtra,Haribhau Madhav Jawale,Bharatiya Janta Party,1418691,720215,50.8,28218,3.9
5329,2009,Rewa,10,GEN,Madhya Pradesh ,Deoraj Singh Patel,Bahujan Samaj Party,1248727,603761,48.4,4021,0.7
5330,2009,Robertsganj,80,SC,Uttar Pradesh ,Pakauri Lal,Samajwadi Party,1214735,595313,49,50259,8.4
5331,2009,Rohtak,7,GEN,Haryana,Deepender Singh,Indian National Congress,1274972,835610,65.5,445736,53.3
5332,2009,Sabarkantha,5,GEN,Gujarat,Chauhan Mahendrasinh,Bharatiya Janta Party,1452240,717642,49.4,17160,2.4
5333,2009,Sagar,5,GEN,Madhya Pradesh ,Bhupendra Singh,Bharatiya Janta Party,1185166,570342,48.1,131168,23
5334,2009,Saharanpur,1,GEN,Uttar Pradesh ,Jagdish Singh Rana,Bahujan Samaj Party,1298132,821119,63.3,84873,10.3
5335,2009,Salem,15,GEN,Tamil Nadu,Semmalai S,All India Anna Dravida Munnetra Kazhagam,1171839,895888,76.5,46491,5.2
5336,2009,Salempur,71,GEN,Uttar Pradesh ,Ramashankar Rajbhar,Bahujan Samaj Party,1621136,635226,39.2,18305,2.9
5337,2009,Samastipur,23,SC,Bihar ,Maheshwar Hazari,Janata Dal (United),1312948,584752,44.5,104376,17.8
5338,2009,Sambalpur,3,GEN,Orissa,Amarnath Pradhan,Indian National Congress,1233251,800562,64.9,14874,1.9
5339,2009,Sambhal,8,GEN,Uttar Pradesh ,Dr. Shafiqur Rahman Barq,Bahujan Samaj Party,1290810,682137,52.9,13464,2
5340,2009,Sangli,44,GEN,Maharashtra,Pratik Prakashbapu Patil,Indian National Congress,1490571,778760,52.3,39783,5.1
5341,2009,Sangrur,12,GEN,Punjab,Vijay Inder Singla,Indian National Congress,1251401,931247,74.4,40872,4.4
5342,2009,Sant Kabir Nagar,62,GEN,Uttar Pradesh ,Bhisma Shankar Alias Kushal Tiwari,Bahujan Samaj Party,1694453,800935,47.3,29496,3.7
5343,2009,Saran,20,GEN,Bihar ,Lalu Prasad,Rashtriya Janata Dal,1268338,580830,45.8,51815,8.9
5344,2009,Sarguja,1,ST,Chhattisgarh,Murarilal Singh,Bharatiya Janta Party,1306822,805197,61.6,159548,19.8
5345,2009,Sasaram,34,SC,Bihar ,Meira Kumar,Indian National Congress,1402789,599031,42.7,42954,7.2
5346,2009,Satara,45,GEN,Maharashtra,Bhonsle Shrimant Chh. Udyanraje Pratapsinhmaharaj,Nationalist Congress Party,1546146,816703,52.8,297515,36.4
5347,2009,Satna,9,GEN,Madhya Pradesh ,Ganesh Singh,Bharatiya Janta Party,1207500,659947,54.7,4418,0.7
5348,2009,Secundrabad,8,GEN,Andhra Pradesh,Anjan Kumar Yadav M,Indian National Congress,1574818,865489,55,170167,19.7
5349,2009,Shahdol,12,ST,Madhya Pradesh ,Rajesh Nandini Singh,Indian National Congress,1272377,629477,49.5,13415,2.1
5350,2009,Shahjahanpur,27,SC,Uttar Pradesh ,Mithlesh,Samajwadi Party,1627964,792516,48.7,70579,8.9
5351,2009,Sheohar,4,GEN,Bihar ,Rama Devi,Bharatiya Janta Party,1269056,573012,45.2,125684,21.9
5352,2009,Shillong,1,ST,Meghalaya,Vincent H Pala,Indian National Congress,771965,480424,62.2,107868,22.5
5353,2009,Shimla,4,SC,Himachal Pradesh,Virender Kashyap,Bharatiya Janta Party,1106608,616777,55.7,27327,4.4
5354,2009,Shimoga,14,GEN,Karnataka,B.Y. Raghavendra,Bharatiya Janta Party,1435908,954752,66.5,52893,5.5
5355,2009,Shirdi,38,SC,Maharashtra,Wakchaure Bhausaheb Rajaram,Shiv Sena,1317890,663964,50.4,132751,20
5356,2009,Shirur,36,GEN,Maharashtra,Adhalrao Shivaji Dattatray,Shiv Sena,1630466,839734,51.5,178611,21.3
5357,2009,Shrawasti,58,GEN,Uttar Pradesh ,Vinay Kumar Alias Vinnu,Indian National Congress,1405884,605386,43.1,42029,6.9
5358,2009,Sidhi,11,GEN,Madhya Pradesh ,Govind Prasad Mishra,Bharatiya Janta Party,1358291,675867,49.8,45740,6.8
5359,2009,Sikar,5,GEN,Rajasthan,Mahadev Singh,Indian National Congress,1507740,725873,48.1,149426,20.6
5360,2009,Sikkim,1,GEN,Sikkim,Prem Das Rai,Sikkim Democratic Front,300584,257159,85.6,84868,33
5361,2009,Silchar,2,GEN,Assam,Kabindra Purkayastha,Bharatiya Janta Party,978510,688547,70.4,41470,6
5362,2009,Singhbhum,10,ST,Jharkhand,Madhu Kora,Independent,957406,579926,60.6,89673,15.5
5363,2009,Sirsa,3,SC,Haryana,Ashok Tanwar,Indian National Congress,1309507,981472,75,35499,3.6
5364,2009,Sitamarhi,5,GEN,Bihar ,Arjun Roy,Janata Dal (United),1355817,576772,42.5,110566,19.2
5365,2009,Sitapur,30,GEN,Uttar Pradesh ,Kaisar Jahan,Bahujan Samaj Party,1230078,704998,57.3,19632,2.8
5366,2009,Sivaganga,31,GEN,Tamil Nadu,Chidambaram P,Indian National Congress,1092438,776037,71,3354,0.4
5367,2009,Siwan,18,GEN,Bihar ,Om Prakash Yadav,Independent,1282480,642234,50.1,63430,9.9
5368,2009,Solapur,42,SC,Maharashtra,Shinde Sushilkumar Sambhajirao,Indian National Congress,1594138,743336,46.6,99632,13.4
5369,2009,Sonipat,6,GEN,Haryana,Jitender Singh,Indian National Congress,1099978,712449,64.8,161284,22.6
5370,2009,South Delhi,7,GEN,Delhi ,Ramesh Kumar,Indian National Congress,1542412,731332,47.4,93219,12.7
5371,2009,South Goa,2,GEN,Goa,Cosme Francisco Caitano Sardinha,Indian National Congress,533811,272223,51,12516,4.6
5372,2009,Srerampur,27,GEN,West Bengal,Kalyan Banerjee,All India Trinamool Congress,1395570,1081979,77.5,137190,12.7
5373,2009,Srikakulam,19,GEN,Andhra Pradesh,Killi Krupa Rani,Indian National Congress,1226125,921680,75.2,82987,9
5374,2009,Srinagar,2,GEN,Jammu & Kashmir,Farooq Abdullah,Jammu & Kashmir National Conference,1106729,282769,25.6,30242,10.7
5375,2009,Sriperumbudur,5,GEN,Tamil Nadu,Baalu T R,Dravida Munetra Kazhagam,1201237,794505,66.1,25036,3.2
5376,2009,Sultanpur,38,GEN,Uttar Pradesh ,Dr.Sanjay Singh,Indian National Congress,1430955,707853,49.5,98779,14
5377,2009,Sundargarh,2,ST,Orissa,Hemanand Biswal,Indian National Congress,1248955,768000,61.5,11624,1.5
5378,2009,Supaul,8,GEN,Bihar ,Vishwa Mohan Kumar,Janata Dal (United),1279549,697682,54.5,166075,23.8
5379,2009,Surat,24,GEN,Gujarat,Shrimati Darshana Vikram Jardosh,Bharatiya Janta Party,1420969,695809,49,74798,10.7
5380,2009,Surendranagar,9,GEN,Gujarat,Koli Patel Somabhai Gandalal,Indian National Congress,1475820,586318,39.7,4831,0.8
5381,2009,Tamluk,30,GEN,West Bengal,Adhikari Suvendu,All India Trinamool Congress,1271230,1148299,90.3,172958,15.1
5382,2009,Tehri Garhwal,1,GEN,Uttarakhand,Vijay Bahuguna,Indian National Congress,1159691,585576,50.5,52939,9
5383,2009,Tenkasi,37,SC,Tamil Nadu,Lingam P,Communist Party Of India,1063614,748010,70.3,34677,4.6
5384,2009,Tezpur,9,GEN,Assam,Joseph Toppo,Asom Gana Parisad,1210132,843506,69.7,30153,3.6
5385,2009,Thane,25,GEN,Maharashtra,Dr.Sanjeev Ganesh Naik,Nationalist Congress Party,1806803,749910,41.5,49020,6.5
5386,2009,Thanjavur,30,GEN,Tamil Nadu,Palanimanickam.S.S,Dravida Munetra Kazhagam,1054118,808675,76.7,101787,12.6
5387,2009,Theni,33,GEN,Tamil Nadu,Aaron Rashid.J.M,Indian National Congress,1074931,800576,74.5,6302,0.8
5388,2009,Thiruvallur,1,SC,Tamil Nadu,Venugopal.P,All India Anna Dravida Munnetra Kazhagam,1204209,850021,70.6,31673,3.7
5389,2009,Thiruvananthapuram,20,GEN,Kerala,Shashi Tharoor,Indian National Congress,1122047,740023,66,99998,13.5
5390,2009,Thoothukkudi,36,GEN,Tamil Nadu,Jeyadurai.S.R,Dravida Munetra Kazhagam,949153,656365,69.2,76649,11.7
5391,2009,Thrissur,10,GEN,Kerala,P C Chacko,Indian National Congress,1174161,817245,69.6,25151,3.1
5392,2009,Tikamgarh,6,SC,Madhya Pradesh ,Virendra Kumar,Bharatiya Janta Party,1209553,525441,43.4,41862,8
5393,2009,Tiruchirappalli,24,GEN,Tamil Nadu,Kumar.P,All India Anna Dravida Munnetra Kazhagam,1067193,719031,67.4,4335,0.6
5394,2009,Tirunelveli,38,GEN,Tamil Nadu,Ramasubbu S,Indian National Congress,1059687,701402,66.2,21303,3
5395,2009,Tirupati,40,SC,Andhra Pradesh,Chinta Mohan,Indian National Congress,1464896,1064727,72.7,19276,1.8
5396,2009,Tiruppur,18,GEN,Tamil Nadu,Sivasami C,All India Anna Dravida Munnetra Kazhagam,993758,742273,74.7,85346,11.5
5397,2009,Tiruvannamalai,11,GEN,Tamil Nadu,Venugopal.D,Dravida Munetra Kazhagam,1052587,842279,80,148300,17.6
5398,2009,Tonk-Sawai Madhopur,12,GEN,Rajasthan,Namo Narain,Indian National Congress,1510047,802459,53.1,317,0
5399,2009,Tripura East,2,ST,Tripura,Baju Ban Riyan,Communist Party Of India (MARXIST),988466,824246,83.4,295581,35.9
5400,2009,Tripura West,1,GEN,Tripura,Khagen Das,Communist Party Of India (MARXIST),1093799,941508,86.1,248549,26.4
5401,2009,Tumkur,19,GEN,Karnataka,G.S. Basavaraj,Bharatiya Janta Party,1388773,899917,64.8,21445,2.4
5402,2009,Tura,2,ST,Meghalaya,Agatha K. Sangma,Nationalist Congress Party,505774,342205,67.7,17945,5.2
5403,2009,Udaipur,19,ST,Rajasthan,Raghuvir Singh Meena,Indian National Congress,1564137,758687,48.5,164925,21.7
5404,2009,Udhampur,5,GEN,Jammu & Kashmir,Ch. Lal Singh,Indian National Congress,1363060,611779,44.9,13394,2.2
5405,2009,Udupi Chikmagalur,15,GEN,Karnataka,D.V.Sadananda Gowda,Bharatiya Janta Party,1224335,835648,68.3,27018,3.2
5406,2009,Ujiarpur,22,GEN,Bihar ,Aswamedh Devi,Janata Dal (United),1229327,564247,45.9,25312,4.5
5407,2009,Ujjain,22,SC,Madhya Pradesh ,Guddu Premchand,Indian National Congress,1253686,667635,53.3,15841,2.4
5408,2009,Uluberia,26,GEN,West Bengal,Sultan Ahmed,All India Trinamool Congress,1251590,1009905,80.7,98936,9.8
5409,2009,Unnao,33,GEN,Uttar Pradesh ,Annutandon,Indian National Congress,1818980,904542,49.7,302092,33.4
5410,2009,Uttara Kannada,12,GEN,Karnataka,Anantkumar Hegde,Bharatiya Janta Party,1286556,760547,59.1,22769,3
5411,2009,Vadakara,3,GEN,Kerala,Mullappally Ramachandran,Indian National Congress,1071171,866349,80.9,56186,6.5
5412,2009,Vadodara,20,GEN,Gujarat,Balkrishna Khanderao Shukla (Balu Shukla),Bharatiya Janta Party,1524060,747196,49,136028,18.2
5413,2009,Vaishali,16,GEN,Bihar ,Raghuvansh Prasad Singh,Rashtriya Janata Dal,1278891,624863,48.9,22308,3.6
5414,2009,Valmiki Nagar,1,GEN,Bihar ,Baidyanath Prasad Mahto,Janata Dal (United),1275653,598456,46.9,183675,30.7
5415,2009,Valsad,26,ST,Gujarat,Kishanbhai Vestabhai Patel,Indian National Congress,1380245,774452,56.1,7169,0.9
5416,2009,Varanasi,77,GEN,Uttar Pradesh ,Dr. Murli Manohar Joshi,Bharatiya Janta Party,1561854,665719,42.6,17211,2.6
5417,2009,Vellore,8,GEN,Tamil Nadu,Abdul Rahman,Dravida Munetra Kazhagam,1010067,723658,71.6,107393,14.8
5418,2009,Vidisha,18,GEN,Madhya Pradesh ,Sushma Swaraj,Bharatiya Janta Party,1233394,556170,45.1,389844,70.1
5419,2009,Vijayawada,29,GEN,Andhra Pradesh,Lagadapati Raja Gopal,Indian National Congress,1402315,1092063,77.9,12712,1.2
5420,2009,Viluppuram,13,SC,Tamil Nadu,Anandan M,All India Anna Dravida Munnetra Kazhagam,1068171,796914,74.6,2797,0.4
5421,2009,Virudhunagar,34,GEN,Tamil Nadu,Manicka Tagore,Indian National Congress,992051,768609,77.5,15764,2.1
5422,2009,Visakhapatnam,21,GEN,Andhra Pradesh,Daggubati Purandeswari,Indian National Congress,1387482,1013929,73.1,66686,6.6
5423,2009,Vizianagaram,20,GEN,Andhra Pradesh,Jhansi Lakshmi Botcha,Indian National Congress,1323238,1024364,77.4,60571,5.9
5424,2009,Warangal,15,SC,Andhra Pradesh,Rajaiah Siricilla,Indian National Congress,1486617,1031522,69.4,124661,12.1
5425,2009,Wardha,8,GEN,Maharashtra,Datta Meghe,Indian National Congress,1408781,769846,54.7,95918,12.5
5426,2009,Wayanad,4,GEN,Kerala,M.I. Shanavas,Indian National Congress,1102097,825047,74.9,153439,18.6
5427,2009,West Delhi,6,GEN,Delhi ,Mahabal Mishra,Indian National Congress,1687727,884241,52.4,129010,14.6
5428,2009,Yavatmal-Washim,14,GEN,Maharashtra,Bhavana Gawali (Patil),Shiv Sena,1554042,840574,54.1,56951,6.8
5429,2009,Zahirabad,5,GEN,Andhra Pradesh,Suresh Kumar Shetkar,Indian National Congress,1359566,1021137,75.1,17407,1.7
5430,2014,Adilabad,1,ST,Telangana,Godam Nagesh,Telangana Rashtra Samithi,1386233,1045839,75.4,171290,16.4
5431,2014,Agra,18,SC,Uttar Pradesh ,Dr. Ram Shankar Katheria,Bharatiya Janta Party,1814739,1070400,59,300263,28.1
5432,2014,Ahmadnagar,37,GEN,Maharashtra,Gandhi Dilipkumar Mansukhlal,Bharatiya Janta Party,1699408,1062318,62.5,209122,19.7
5433,2014,Ahmedabad East,7,GEN,Gujarat,Paresh Rawal,Bharatiya Janta Party,1601832,985525,61.5,326633,33.1
5434,2014,Ahmedabad West,8,SC,Gujarat,Dr. Kirit P Solanki,Bharatiya Janta Party,1534400,964609,62.9,320311,33.2
5435,2014,Ajmer,13,GEN,Rajasthan,Sanwar Lal Jat,Bharatiya Janta Party,1683292,1156314,68.7,171983,14.9
5436,2014,Akbarpur,44,GEN,Uttar Pradesh ,Devendra Singh @ Bhole Singh,Bharatiya Janta Party,1768623,971375,54.9,278997,28.7
5437,2014,Akola,6,GEN,Maharashtra,Dhotre Sanjay Shamrao,Bharatiya Janta Party,1646463,978491,59.4,203116,20.8
5438,2014,Alappuzha,15,GEN,Kerala,K C Venugopal,Indian National Congress,1271324,997464,78.5,19407,1.9
5439,2014,Alathur,9,SC,Kerala,P.K.Biju,Communist Party Of India (MARXIST),1216351,927228,76.2,37312,4
5440,2014,Aligarh,15,GEN,Uttar Pradesh ,Satish Kumar,Bharatiya Janta Party,1793126,1064357,59.4,286736,26.9
5441,2014,Alipurduars,2,ST,West Bengal,Dasrath Tirkey,All India Trinamool Congress,1470911,1223566,83.2,21397,1.7
5442,2014,Allahabad,52,GEN,Uttar Pradesh ,Shyama Charan Gupta,Bharatiya Janta Party,1666569,891582,53.5,62009,7
5443,2014,Almora,3,SC,Uttarakhand,Ajay Tamta,Bharatiya Janta Party,1254328,656525,52.3,95690,14.6
5444,2014,Alwar,8,GEN,Rajasthan,Chand Nath,Bharatiya Janta Party,1628067,1062305,65.3,283895,26.7
5445,2014,Amalapuram,24,SC,Andhra Pradesh ,Dr Pandula Ravindra Babu,Telugu Desam,1357866,1120927,82.6,120576,10.8
5446,2014,Ambala,1,SC,Haryana,Rattan Lal Kataria,Bharatiya Janta Party,1692227,1218995,72,340074,27.9
5447,2014,Ambedkar Nagar,55,GEN,Uttar Pradesh ,Hari Om Pandey,Bharatiya Janta Party,1718774,1034404,60.2,139429,13.5
5448,2014,Amethi,37,GEN,Uttar Pradesh ,Rahul Gandhi,Indian National Congress,1669843,874625,52.4,107903,12.3
5449,2014,Amravati,7,SC,Maharashtra,Adsul Anandrao Vithoba,Shiv Sena,1611365,1004061,62.3,137932,13.7
5450,2014,Amreli,14,GEN,Gujarat,Kachhadiya Naranbhai Bhikhabhai,Bharatiya Janta Party,1486286,808816,54.4,156232,19.3
5451,2014,Amritsar,2,GEN,Punjab,Captain Amarinder Singh,Indian National Congress,1477262,1007196,68.2,102770,10.2
5452,2014,Amroha,9,GEN,Uttar Pradesh ,Kanwar Singh Tanwar,Bharatiya Janta Party,1544242,1095860,71,158214,14.4
5453,2014,Anakapalli,22,GEN,Andhra Pradesh ,Muttamsetti Srinivasa Rao (AVANTHI),Telugu Desam,1401474,1148072,81.9,47932,4.2
5454,2014,Anand,16,GEN,Gujarat,Dilip Patel,Bharatiya Janta Party,1496859,970894,64.9,63426,6.5
5455,2014,Anandpur Sahib,6,GEN,Punjab,Prem Singh Chandumajra,Shiromani Akali Dal,1564721,1086563,69.4,23697,2.2
5456,2014,Anantapur,36,GEN,Andhra Pradesh ,J.C. Divakar Reddi,Telugu Desam,1536912,1205054,78.4,61269,5.1
5457,2014,Anantnag,3,GEN,Jammu & Kashmir,Mehbooba Mufti,Jammu & Kashmir Peoples Democratic Party,1301023,375279,28.8,65417,17.4
5458,2014,Andaman And Nicobar Islands,1,GEN,Andaman & Nicobar Islands,Bishnu Pada Ray,Bharatiya Janta Party,269360,190328,70.7,7812,4.1
5459,2014,Aonla,24,GEN,Uttar Pradesh ,Dharmendra Kumar,Bharatiya Janta Party,1653577,995641,60.2,138429,13.9
5460,2014,Arakkonam,7,GEN,Tamil Nadu,"Hari, G.",All India Anna Dravida Munnetra Kazhagam,1401545,1089052,77.7,240766,22.1
5461,2014,Arambagh,29,SC,West Bengal,Aparupa Poddar (AFRIN ALI),All India Trinamool Congress,1600293,1361934,85.1,346845,25.5
5462,2014,Arani,12,GEN,Tamil Nadu,V.Elumalai,All India Anna Dravida Munnetra Kazhagam,1369668,1096046,80,243844,22.2
5463,2014,Araria,9,GEN,Bihar ,Tasleem Uddin,Rashtriya Janata Dal,1587348,975811,61.5,146504,15
5464,2014,Arrah,32,GEN,Bihar ,Raj Kumar Singh,Bharatiya Janta Party,1832332,893213,48.8,135870,15.2
5465,2014,Aruku,18,ST,Andhra Pradesh ,Kothapalli Geetha,Yuvajana Sramika Rythu Congress Party,1272724,909614,71.5,91398,10
5466,2014,Arunachal East,2,GEN,Arunachal Pradesh,Ninong Ering,Indian National Congress,312872,261291,83.5,12478,4.8
5467,2014,Arunachal West,1,GEN,Arunachal Pradesh,Kiren Rijiju,Bharatiya Janta Party,446515,335665,75.2,41738,12.4
5468,2014,Asansol,40,GEN,West Bengal,Babul Supriya Baral (BABUL SUPRIYO),Bharatiya Janta Party,1469684,1142395,77.7,70480,6.2
5469,2014,Aska,19,GEN,Orissa,Ladu Kishore Swain,Biju Janata Dal,1408780,896281,63.6,311997,34.8
5470,2014,Attingal,19,GEN,Kerala,Dr.A .Sampath,Communist Party Of India (MARXIST),1251398,859350,68.7,69378,8.1
5471,2014,Aurangabad,37,GEN,Bihar ,Sushil Kumar Singh,Bharatiya Janta Party,1536153,786274,51.2,66347,8.4
5472,2014,Aurangabad,19,GEN,Maharashtra,Chandrakant Bhaurao Khaire,Shiv Sena,1589393,982933,61.8,162000,16.5
5473,2014,Autonomous District,3,ST,Assam,Biren Singh Engti,Indian National Congress,701890,543280,77.4,24095,4.4
5474,2014,Azamgarh,69,GEN,Uttar Pradesh ,Mulayam Singh Yadav,Samajwadi Party,1703222,960218,56.4,63204,6.6
5475,2014,Badaun,23,GEN,Uttar Pradesh ,Dharmendra Yadav,Samajwadi Party,1769145,1027594,58.1,166347,16.2
5476,2014,Bagalkot,3,GEN,Karnataka,Gaddigoudar Parvtagouda Chandanagouda,Bharatiya Janta Party,1568620,1079310,68.8,116560,10.8
5477,2014,Baghpat,11,GEN,Uttar Pradesh ,Dr. Satya Pal Singh,Bharatiya Janta Party,1505175,1004263,66.7,209866,20.9
5478,2014,Baharampur,10,GEN,West Bengal,Adhir Ranjan Chowdhury,Indian National Congress,1453783,1154587,79.4,356567,30.9
5479,2014,Bahraich,56,SC,Uttar Pradesh ,Sadhvi Savitri Bai Foole,Bharatiya Janta Party,1638645,934263,57,95645,10.2
5480,2014,Balaghat,15,GEN,Madhya Pradesh ,Bodhsingh Bhagat,Bharatiya Janta Party,1629769,1113364,68.3,96041,8.6
5481,2014,Balasore,6,GEN,Orissa,Rabindra Kumar Jena,Biju Janata Dal,1366218,1049450,76.8,141825,13.5
5482,2014,Ballia,72,GEN,Uttar Pradesh ,Bharat Singh,Bharatiya Janta Party,1768271,942211,53.3,139434,14.8
5483,2014,Balurghat,6,GEN,West Bengal,Arpita Ghosh,All India Trinamool Congress,1254497,1063053,84.7,106964,10.1
5484,2014,Banaskantha,2,GEN,Gujarat,Chaudhary Haribhai Parthibhai,Bharatiya Janta Party,1515711,886634,58.5,202334,22.8
5485,2014,Banda,48,GEN,Uttar Pradesh ,Bhairon Prasad Mishra,Bharatiya Janta Party,1601917,858326,53.6,115788,13.5
5486,2014,Bangalore Central,25,GEN,Karnataka,P.C. Mohan,Bharatiya Janta Party,1931663,1074589,55.6,137500,12.8
5487,2014,Bangalore North,24,GEN,Karnataka,D.V Sadananda Gowda,Bharatiya Janta Party,2401472,1356718,56.5,229764,16.9
5488,2014,Bangalore Rural,23,GEN,Karnataka,D K Suresh,Indian National Congress,2190397,1455244,66.4,231480,15.9
5489,2014,Bangalore South,26,GEN,Karnataka,Ananth Kumar,Bharatiya Janta Party,1999882,1113726,55.7,228575,20.5
5490,2014,Bangaon,14,SC,West Bengal,Kapil Krishna Thakur,All India Trinamool Congress,1540713,1283688,83.3,146601,11.4
5491,2014,Banka,27,GEN,Bihar ,Jai Prakash Narayan Yadav,Rashtriya Janata Dal,1549456,899353,58,10144,1.1
5492,2014,Bankura,36,GEN,West Bengal,Sreemati Dev Varma (MOON MOON SEN),All India Trinamool Congress,1503812,1236319,82.2,98506,8
5493,2014,Bansgaon,67,SC,Uttar Pradesh ,Kamlesh Paswan,Bharatiya Janta Party,1760110,877877,49.9,189516,21.6
5494,2014,Banswara,20,ST,Rajasthan,Manshankar Ninama,Bharatiya Janta Party,1692502,1171188,69.2,91916,7.8
5495,2014,Bapatla,32,SC,Andhra Pradesh ,Malyadri Sriram,Telugu Desam,1392965,1184634,85,32754,2.8
5496,2014,Bara Banki,53,SC,Uttar Pradesh ,Priyanka Singh Rawat,Bharatiya Janta Party,1721282,1068168,62.1,211878,19.8
5497,2014,Baramati,35,GEN,Maharashtra,Supriya Sule,Nationalist Congress Party,1813543,1066556,58.8,69719,6.5
5498,2014,Baramulla,1,GEN,Jammu & Kashmir,Muzaffar Hussain Baig,Jammu & Kashmir Peoples Democratic Party,1190745,465992,39.1,29219,6.3
5499,2014,Barasat,17,GEN,West Bengal,Dr. Kakali Ghoshdostidar,All India Trinamool Congress,1512792,1269331,83.9,173141,13.6
5500,2014,Bardhaman Purba,38,SC,West Bengal,Sunil Kumar Mondal,All India Trinamool Congress,1532244,1320922,86.2,114479,8.7
5501,2014,Bardoli,23,ST,Gujarat,Vasava Parbhubhai Nagarbhai,Bharatiya Janta Party,1614106,1206179,74.7,123884,10.3
5502,2014,Bareilly,25,GEN,Uttar Pradesh ,Santosh Kumar Gangwar,Bharatiya Janta Party,1664081,1017891,61.2,240685,23.6
5503,2014,Bargarh,1,GEN,Orissa,Prabhas Kumar Singh,Biju Janata Dal,1430717,1123301,78.5,11178,1
5504,2014,Barmer,17,GEN,Rajasthan,Col. Sona Ram,Bharatiya Janta Party,1677582,1219119,72.7,87461,7.2
