,election_year,pc_name,pc_no,electors,male_electors,female_electors,votes_polled,male_voters,female_voters,votes_polled_percentage
4299,2004,Adoor,17,960122,451859,508263,682227,329593,352634,71.1
4300,2004,Agra,69,1430713,781396,649317,642675,405520,237155,44.9
4301,2004,Ahmedabad,10,1382793,734567,648226,548391,320175,228216,39.7
4302,2004,Ahmednagar,39,1295593,673744,621849,686554,370739,315815,53.0
4303,2004,Ajmer,12,1203803,616207,587596,529138,297238,231900,44.0
4304,2004,Akbarpur,23,1446088,777470,668618,741543,420128,321415,51.3
4305,2004,Akola,19,1271055,662274,608781,734524,415144,319380,57.8
4306,2004,Aligarh,72,1341254,731762,609492,633500,390055,243445,47.2
4307,2004,Alipurduars,2,1045042,546690,498352,837257,441365,395892,80.1
4308,2004,Allahabad,52,1558094,863970,694124,656450,409652,246798,42.1
4309,2004,Alleppey,15,971154,468073,503081,728156,363603,364553,75.0
4310,2004,Almora,3,1012756,481969,530787,504756,257835,246921,49.8
4311,2004,Alwar,8,1262622,665810,596812,540451,332251,208200,42.8
4312,2004,Amalapuram,9,904207,446972,457235,702715,361734,340981,77.7
4313,2004,Ambala,1,1199338,645266,554072,847673,467963,379710,70.7
4314,2004,Amethi,21,1324991,699957,625034,589559,349746,239813,44.5
4315,2004,Amravati,21,1204881,632275,572606,675653,391337,284316,56.1
4316,2004,Amreli,7,1025515,526194,499321,475548,270521,205027,46.4
4317,2004,Amritsar,2,1292902,672533,620369,711808,386886,324922,55.1
4318,2004,Amroha,2,1342541,721579,620962,885155,504199,380956,65.9
4319,2004,Anakapalli,6,1023113,495523,527590,781746,390353,391393,76.4
4320,2004,Anand,20,1145550,591736,553814,591698,343086,248612,51.7
4321,2004,Anantapur,25,1280923,642399,638524,873370,455686,417684,68.2
4322,2004,Anantnag,3,998905,568139,430766,146632,111026,35606,14.7
4323,2004,Andaman & Nicobar Islands,1,241645,131502,110143,153804,83520,70284,63.7
4324,2004,Aonla,7,1145865,639436,506429,536458,348492,187966,46.8
4325,2004,Arakkonam,6,1160259,567485,592774,773529,399949,373580,66.7
4326,2004,Arambagh,28,1187610,606634,580976,961186,511876,449310,80.9
4327,2004,Araria,22,1184962,622535,562427,652439,367397,285042,55.1
4328,2004,Arrah,33,1360794,736947,623847,787780,492604,295176,57.9
4329,2004,Arunachal East,2,289606,153747,135859,162704,87378,75326,56.2
4330,2004,Arunachal West,1,394428,197817,196611,220618,112035,108583,55.9
4331,2004,Asansol,38,1092141,602894,489247,724790,427444,297346,66.4
4332,2004,Aska,10,1254942,654321,600621,682598,371699,310899,54.4
4333,2004,Aurangabad,37,1401973,752359,649614,767159,483446,283713,54.7
4334,2004,Aurangabad,33,1636117,847300,788817,911532,520651,390881,55.7
4335,2004,Autonomous District,3,579284,302576,276708,401612,215532,186080,69.3
4336,2004,Azamgarh,41,1425023,773683,651340,711356,398647,312709,49.9
4337,2004,Badagara,3,1092826,517429,575397,826054,392722,433332,75.6
4338,2004,Bagaha,1,1160275,627800,532475,570814,360008,210806,49.2
4339,2004,Bagalkot,27,1324829,664623,660206,866238,452236,414002,65.4
4340,2004,Baghpat,77,1570374,887531,682843,656864,441873,214991,41.8
4341,2004,Bahraich,27,1423646,775608,648038,549535,365700,183835,38.6
4342,2004,Balaghat,12,1000341,500140,500201,608869,330591,278278,60.9
4343,2004,Balasore,2,1330406,681353,649053,948450,488911,459539,71.3
4344,2004,Balia,19,1181597,630146,551451,632330,335890,296440,53.5
4345,2004,Ballia,39,1430300,793732,636568,619531,411202,208329,43.3
4346,2004,Balrampur,28,1316006,723229,592777,698106,411512,286594,53.1
4347,2004,Balurghat,6,1129369,590331,539038,920808,496257,424551,81.5
4348,2004,Banaskantha,14,1311847,671444,640403,642570,380955,261615,49.0
4349,2004,Banda,55,1283915,698340,585575,526286,328681,197605,41.0
4350,2004,Bangalore North,12,2133579,1113038,1020541,1157337,621261,536076,54.2
4351,2004,Bangalore South,13,1620352,852868,767484,800632,436989,363643,49.4
4352,2004,Banka,26,1213614,649519,564095,713888,418254,295634,58.8
4353,2004,Bankura,35,1020046,527499,492547,691958,380107,311851,67.8
4354,2004,Bansgaon,33,1441224,770646,670578,632098,347654,284444,43.9
4355,2004,Banswara,16,1373808,692092,681716,665376,350770,314606,48.4
4356,2004,Bapatla,16,948929,467315,481614,733677,369783,363894,77.3
4357,2004,Bara Banki,25,1214993,653172,561821,540219,345807,194412,44.5
4358,2004,Baramati,43,1846635,971786,874849,892726,519687,373039,48.3
4359,2004,Baramulla,1,940998,523161,417837,334122,233096,101026,35.5
4360,2004,Barasat,13,1388017,730680,657337,1148662,614246,534416,82.8
4361,2004,Bareilly,8,1556024,849295,706729,822839,500559,322280,52.9
4362,2004,Barh,18,1242851,657091,585760,864069,507687,356382,69.5
4363,2004,Barmer,23,1639188,876048,763140,1046857,615562,431295,63.9
4364,2004,Baroda,22,1656867,851734,805133,651977,381359,270618,39.4
4365,2004,Barpeta,6,1075749,568311,507438,762614,413501,349113,70.9
4366,2004,Barrackpore,19,981008,543689,437319,792471,453028,339443,80.8
4367,2004,Basirhat,14,1107129,578151,528978,906003,487274,418729,81.8
4368,2004,Bastar,9,1039442,507521,531921,450417,265351,185066,43.3
4369,2004,Basti,30,1416526,786406,630120,576389,356470,219919,40.7
4370,2004,Bayana,10,1197119,653647,543472,489456,335608,153848,40.9
4371,2004,Beed,34,1319891,676447,643444,882532,481233,401299,66.9
4372,2004,Begusarai,30,1280963,680576,600387,678647,405857,272790,53.0
4373,2004,Belgaum,25,1354182,685575,668607,892332,474435,417897,65.9
4374,2004,Bellary,5,1423161,711374,711787,949652,492042,457610,66.7
4375,2004,Berhampore,10,1220502,624346,596156,987380,513732,473648,80.9
4376,2004,Berhampur,11,1195391,598093,597298,719853,378963,340890,60.2
4377,2004,Bettiah,2,1278163,687560,590603,569868,374132,195736,44.6
4378,2004,Betul,17,1122830,581447,541383,547321,332796,214525,48.7
4379,2004,Bhadrachalam,5,1193297,584519,608778,822860,428618,394242,69.0
4380,2004,Bhadrak,3,1350755,689867,660888,931990,462336,469654,69.0
4381,2004,Bhagalpur,27,1388037,742323,645714,757266,438041,319225,54.6
4382,2004,Bhandara,24,1006061,505131,500930,679727,356444,323283,67.6
4383,2004,Bharatpur,9,1189295,637177,552118,575896,364175,211721,48.4
4384,2004,Bhatinda,11,1285978,675522,610456,763164,408142,355022,59.4
4385,2004,Bhavnagar,8,1236416,642149,594267,444803,268338,176465,36.0
4386,2004,Bhilwara,20,1233703,628228,605475,618965,336437,282528,50.2
4387,2004,Bhind,2,1388299,753090,635209,606013,416438,189575,43.7
4388,2004,Bhiwani,8,1192271,642108,550163,870670,477098,393572,73.0
4389,2004,Bhopal,19,1847544,967734,879810,857893,520086,337807,46.4
4390,2004,Bhubaneswar,9,1491536,810032,681504,853667,475364,378303,57.2
4391,2004,Bidar,1,1372985,703119,669866,814933,430105,384828,59.4
4392,2004,Bijapur,28,1328325,679490,648835,788537,417863,370674,59.4
4393,2004,Bijnor,1,1355437,729667,625770,705729,411357,294372,52.1
4394,2004,Bikaner,2,1900686,1017237,883449,1075059,625876,449183,56.6
4395,2004,Bikramganj,36,1298849,708383,590466,733925,466678,267247,56.5
4396,2004,Bilaspur,4,1411786,718155,693631,621304,369267,252037,44.0
4397,2004,Bilhaur,60,1369589,756698,612891,641369,404629,236740,46.8
4398,2004,Birbhum,42,1029870,527046,502824,721560,393377,328183,70.1
4399,2004,Bobbili,3,976012,474981,501031,745517,372376,373141,76.4
4400,2004,Bolangir,16,1099775,561952,537823,728372,390140,338232,66.2
4401,2004,Bolpur,41,1035012,525795,509217,767695,414061,353634,74.2
4402,2004,Broach,23,1239670,635322,604348,680519,378928,301591,54.9
4403,2004,Budaun,6,1200435,661174,539261,590006,379061,210945,49.2
4404,2004,Bulandshahr,74,1226141,665470,560671,685228,403107,282121,55.9
4405,2004,Buldhana,18,1196627,620708,575919,760202,416243,343959,63.5
4406,2004,Bulsar,26,1319778,669122,650656,689966,369644,320322,52.3
4407,2004,Burdwan,39,1221820,622341,599479,994003,526796,467207,81.4
4408,2004,Buxar,34,1222441,678823,543618,649116,422385,226731,53.1
4409,2004,Calcutta North East,22,803853,463604,340249,567774,335633,232141,70.6
4410,2004,Calcutta North West,21,609204,376542,232662,359642,225180,134462,59.0
4411,2004,Calcutta South,23,1096709,593299,503410,770828,423849,346979,70.3
4412,2004,Calicut,4,1110149,540957,569192,779220,401344,377876,70.2
4413,2004,Cannanore,2,1088892,522202,566690,858386,418202,440184,78.8
4414,2004,Chail,53,1484115,818941,665174,555332,348289,207043,37.4
4415,2004,Chamarajanagar,15,1189973,603202,586771,852745,447813,404932,71.7
4416,2004,Chandauli,47,1580853,869606,711247,704386,435452,268934,44.6
4417,2004,Chandigarh,1,527684,292438,235246,269818,151932,117886,51.1
4418,2004,Chandni Chowk,5,337462,185157,152305,179003,106325,72678,53.0
4419,2004,Chandrapur,26,1329746,690511,639235,840271,459199,381072,63.2
4420,2004,Chapra,7,1164917,622400,542517,446031,266722,179309,38.3
4421,2004,Chatra,4,978364,515592,462772,435488,266497,168991,44.5
4422,2004,Chengalpattu,5,1167736,571050,596686,757406,400709,356697,64.9
4423,2004,Chhindwara,16,1145107,589756,555351,752439,421169,331270,65.7
4424,2004,Chhota Udaipur,21,1065416,546611,518805,556493,310496,245997,52.2
4425,2004,Chidambaram,12,1125487,552578,572909,741925,391650,350275,65.9
4426,2004,Chikballapur,9,1314311,669455,644856,929379,485593,443786,70.7
4427,2004,Chikkodi,26,1184275,601433,582842,836452,441051,395401,70.6
4428,2004,Chikmagalur,20,1121327,558434,562893,817048,416589,400459,72.9
4429,2004,Chimur,25,1113832,572972,540860,774672,420832,353840,69.6
4430,2004,Chirayinkil,19,1020604,471620,548984,668280,320341,347939,65.5
4431,2004,Chitradurga,7,1316427,665970,650457,917046,479064,437982,69.7
4432,2004,Chittoor,21,1170325,577837,592488,874425,445882,428543,74.7
4433,2004,Chittorgarh,19,1385950,709904,676046,670995,392555,278440,48.4
4434,2004,Churu,3,1371821,715459,656362,832555,434425,398130,60.7
4435,2004,Coimbatore,20,1584223,796722,787501,877688,484479,393209,55.4
4436,2004,Contai,31,1081102,551761,529341,921634,472421,449213,85.3
4437,2004,Cooch Behar,1,1148934,597710,551224,947381,496173,451208,82.5
4438,2004,Cuddalore,11,1206876,594174,612702,758178,395416,362762,62.8
4439,2004,Cuddapah,23,1143505,560870,582635,814047,409552,404495,71.2
4440,2004,Cuttack,6,1236228,656489,579739,820082,448827,371255,66.3
4441,2004,Dadra & Nagar Haveli,1,122681,65059,57622,84699,43795,40904,69.0
4442,2004,Dahanu,11,1605119,860538,744581,683263,390918,292345,42.6
4443,2004,Dahod,17,1212453,612602,599851,517809,290079,227730,42.7
4444,2004,Daman And Diu,1,79232,39595,39637,55590,25839,29751,70.2
4445,2004,Damoh,7,1398539,740413,658126,591038,398225,192813,42.3
4446,2004,Darbhanga,15,1202456,645171,557285,764102,433596,330506,63.6
4447,2004,Darjeeling,4,1249238,648990,600248,886298,468651,417647,71.0
4448,2004,Dausa,7,1462752,770858,691894,715613,428711,286902,48.9
4449,2004,Davangere,6,1332608,676741,655867,908840,483000,425840,68.2
4450,2004,Delhi Sadar,6,471813,261805,210008,271552,155839,115713,57.6
4451,2004,Deogarh,18,1219887,635009,584878,823184,450097,373087,67.5
4452,2004,Deoria,37,1569719,854827,714892,730406,423340,307066,46.5
4453,2004,Dhanbad,7,1749456,980265,769191,941715,593588,348127,53.8
4454,2004,Dhandhuka,9,1156178,595408,560770,516531,298012,218519,44.7
4455,2004,Dhar,25,1325680,671362,654318,702989,401539,301450,53.0
4456,2004,Dharmapuri,13,1295521,645026,650495,707804,388897,318907,54.6
4457,2004,Dharwad North,24,1250578,642315,608263,809816,435253,374563,64.8
4458,2004,Dharwad South,23,1204353,624171,580182,865016,433505,431511,71.8
4459,2004,Dhenkanal,19,1174787,614835,559952,790179,432718,357461,67.3
4460,2004,Dhubri,4,1149939,592290,557649,863463,454749,408714,75.1
4461,2004,Dhule,14,1226114,628624,597490,455308,274566,180742,37.1
4462,2004,Diamond Harbour,17,1102946,586900,516046,835475,464404,371071,75.8
4463,2004,Dibrugarh,13,969905,511791,458114,631416,347962,283454,65.1
4464,2004,Dindigul,23,1137313,552499,584814,688646,354967,333679,60.6
4465,2004,Domariaganj,31,1350045,740016,610029,643127,358170,284957,47.6
4466,2004,Dum Dum,20,1543705,816225,727480,1245065,683890,561175,80.7
4467,2004,Dumka,2,1083200,569239,513961,625043,371129,253914,57.7
4468,2004,Durg,10,1462883,745723,717160,761323,428212,333111,52.0
4469,2004,Durgapur,37,1150939,605273,545666,844777,469041,375736,73.4
4470,2004,East Delhi,4,2606589,1482389,1124200,1190884,708186,482698,45.7
4471,2004,Eluru,11,1151672,568841,582831,894854,455430,439424,77.7
4472,2004,Erandol,16,1214861,625341,589520,609392,346946,262446,50.2
4473,2004,Ernakulam,11,1069131,525442,543689,657891,349141,308750,61.5
4474,2004,Etah,67,1128519,623458,505061,587065,383131,203934,52.0
4475,2004,Etawah,62,1264620,704412,560208,703901,442290,261611,55.7
4476,2004,Faizabad,24,1326533,717092,609441,686478,398915,287563,51.8
4477,2004,Faridabad,6,1546578,842158,704420,844647,494586,350061,54.6
4478,2004,Faridkot,12,1262934,658013,604921,893428,476904,416524,70.7
4479,2004,Farrukhabad,64,1366501,757826,608675,665458,442276,223182,48.7
4480,2004,Fatehpur,54,1279387,695686,583701,506655,320459,186196,39.6
4481,2004,Ferozepur,13,1302221,673358,628863,867635,467622,400013,66.6
4482,2004,Firozabad,68,1305888,719455,586433,531305,367745,163560,40.7
4483,2004,Gandhinagar,11,2126829,1101787,1025042,845212,483481,361731,39.7
4484,2004,Ganganagar,1,1337857,713696,624161,720451,409025,311426,53.9
4485,2004,Garhwal,2,1081299,530181,551118,499546,254634,244912,46.2
4486,2004,Gauhati,7,1441360,752020,689340,881696,486932,394764,61.2
4487,2004,Gaya,40,1436323,760863,675460,883374,535088,348286,61.5
4488,2004,Ghatampur,59,1207492,668074,539418,504722,328158,176564,41.8
4489,2004,Ghazipur,46,1476687,793021,683666,869032,505062,363970,58.9
4490,2004,Ghosi,40,1427284,781662,645622,721463,413981,307482,50.6
4491,2004,Giridih,6,1312691,716025,596666,714371,443760,270611,54.4
4492,2004,Gobichettipalayam,19,1052350,521404,530946,677523,367747,309776,64.4
4493,2004,Godda,3,1338939,712584,626355,831337,487229,344108,62.1
4494,2004,Godhra,18,1143516,590826,552690,537101,312285,224816,47.0
4495,2004,Gonda,29,1391430,754077,637353,606618,390727,215891,43.6
4496,2004,Gopalganj,4,1231178,683333,547845,694487,416693,277794,56.4
4497,2004,Gorakhpur,34,1432002,769309,662693,689217,379069,310148,48.1
4498,2004,Gulbarga,2,1439006,721781,717225,827038,434139,392899,57.5
4499,2004,Guna,4,1422045,758620,663425,668208,431298,236910,47.0
4500,2004,Guntur,15,1172954,578860,594094,820124,421887,398237,69.9
4501,2004,Gurdaspur,1,1210260,617250,593010,785813,399704,386109,64.9
4502,2004,Gwalior,3,1381464,742390,639074,564497,361553,202944,40.9
4503,2004,Hajipur,8,1208834,708069,500765,773565,448654,324911,64.0
4504,2004,Hamirpur,56,1185235,653794,531441,604055,372465,231590,51.0
4505,2004,Hamirpur,4,1064238,532635,531603,649994,311864,338130,61.1
4506,2004,Hanamkonda,38,1207089,605032,602057,831324,430730,400594,68.9
4507,2004,Hapur,75,1806830,998543,808287,799663,487952,311711,44.3
4508,2004,Hardoi,15,1213260,680329,532931,522063,350047,172016,43.0
4509,2004,Hardwar,5,914440,493324,421116,486341,284524,201817,53.2
4510,2004,Hassan,19,1292878,644305,648573,910103,464634,445469,70.4
4511,2004,Hathras,71,1212983,666239,546744,492076,318809,173267,40.6
4512,2004,Hazaribagh,14,1180058,636492,543566,705438,432397,273041,59.8
4513,2004,Hindupur,24,1179211,595681,583530,865406,454423,410983,73.4
4514,2004,Hingoli,29,1189303,607488,581815,727547,399654,327893,61.2
4515,2004,Hissar,9,1136762,620701,516061,769679,434180,335499,67.7
4516,2004,Hooghly,27,1161683,598487,563196,919683,488205,431478,79.2
4517,2004,Hoshangabad,18,1287203,682485,604718,633736,400129,233607,49.2
4518,2004,Hoshiarpur,6,1137423,584689,552734,655662,332565,323097,57.6
4519,2004,Howrah,24,1240427,686588,553839,909246,528910,380336,73.3
4520,2004,Hyderabad,30,1770725,897469,873256,986387,534429,451958,55.7
4521,2004,Ichalkaranji,47,1215059,612620,602439,790264,426366,363898,65.0
4522,2004,Idukki,14,1034338,515211,519127,727964,380310,347654,70.4
4523,2004,Indore,26,1678030,872209,805821,854240,498356,355884,50.9
4524,2004,Inner Manipur,1,740718,353619,387099,416376,210043,206333,56.2
4525,2004,Jabalpur,14,1347885,710919,636966,572548,350295,222253,42.5
4526,2004,Jadavpur,18,1354946,715799,639147,1019775,512681,507094,75.3
4527,2004,Jagatsinghpur,7,1301496,673745,627751,928017,480661,447356,71.3
4528,2004,Jahanabad,38,1246756,658975,587781,863788,460350,403438,69.3
4529,2004,Jaipur,6,1896856,1011448,885408,880276,513418,366858,46.4
4530,2004,Jajpur,4,1278758,663807,614951,876068,458274,417794,68.5
4531,2004,Jalaun,58,1310156,721278,588878,579748,371966,207782,44.3
4532,2004,Jalesar,66,1240919,685569,555350,650313,413635,236678,52.4
4533,2004,Jalgaon,17,1239241,643911,595330,616072,348220,267852,49.7
4534,2004,Jalna,32,1242929,634182,608747,755991,414671,341320,60.8
4535,2004,Jalore,22,1428584,745665,682919,654757,385082,269675,45.8
4536,2004,Jalpaiguri,3,1104784,586142,518642,884971,481434,403537,80.1
4537,2004,Jammu,6,1849989,967158,882831,820595,488626,331969,44.4
4538,2004,Jamnagar,3,1072175,550481,521694,433392,252970,180422,40.4
4539,2004,Jamshedpur,9,1372125,726341,645784,776508,445775,330733,56.6
4540,2004,Jangipur,8,1082151,551546,530605,881248,450733,430515,81.4
4541,2004,Janjgir,3,1374418,702929,671489,717350,408453,308897,52.2
4542,2004,Jaunpur,44,1515676,815085,700591,714077,405181,308896,47.1
4543,2004,Jhabua,28,1290101,646870,643231,628135,353988,274147,48.7
4544,2004,Jhalawar,15,1188576,614634,573942,567172,350134,217038,47.7
4545,2004,Jhanjharpur,14,1163817,609549,554268,704243,381543,322700,60.5
4546,2004,Jhansi,57,1526320,811087,715233,819636,497354,322282,53.7
4547,2004,Jhargram,33,1029496,520137,509359,793099,420174,372925,77.0
4548,2004,Jhunjhunu,4,1370602,716648,653954,679614,372933,306681,49.6
4549,2004,Jodhpur,24,1572050,823789,748261,863578,504267,359311,54.9
4550,2004,Jorhat,12,1078149,559388,518761,667973,372061,295912,62.0
4551,2004,Joynagar,15,1136859,579957,556902,806749,435051,371698,71.0
4552,2004,Jullundur,4,1221443,635041,586402,742475,384889,357586,60.8
4553,2004,Junagadh,6,1239398,638826,600572,658280,365514,292766,53.1
4554,2004,Kaira,19,1146245,587059,559186,450808,274003,176805,39.3
4555,2004,Kairana,79,1220829,673109,547720,816700,484113,332587,66.9
4556,2004,Kaiserganj,26,1272807,694193,578614,569938,353271,216667,44.8
4557,2004,Kakinada,7,1164984,577524,587460,832052,430057,401995,71.4
4558,2004,Kalahandi,14,1132680,570384,562296,753897,410625,343272,66.6
4559,2004,Kaliabor,11,1153483,607858,545625,763617,418924,344693,66.2
4560,2004,Kanakapura,11,2695484,1416942,1278542,1551189,831911,719278,57.6
4561,2004,Kanara,22,1207373,616079,591294,832123,440038,392085,68.9
4562,2004,Kangra,3,1033686,516772,516914,640345,320288,320057,62.0
4563,2004,Kanker,8,1152128,570195,581933,553195,315768,237427,48.0
4564,2004,Kannauj,63,1346673,747469,599204,759336,494679,264657,56.4
4565,2004,Kanpur,61,1427231,784120,643111,618698,389780,228918,43.4
4566,2004,Kapadvanj,16,1265350,647112,618238,595296,344933,250363,47.1
4567,2004,Karad,45,1181744,589936,591808,713822,375154,338668,60.4
4568,2004,Karimganj,1,979105,509602,469503,671065,396084,274981,68.5
4569,2004,Karimnagar,37,1344786,667341,677445,874367,426115,448252,65.0
4570,2004,Karnal,3,1240344,671727,568617,818605,464244,354361,66.0
4571,2004,Karol Bagh,7,505236,291952,213284,249184,148648,100536,49.3
4572,2004,Karur,26,1069359,529000,540359,742800,378395,364405,69.5
4573,2004,Kasaragod,1,1160134,557500,602634,898746,437944,460802,77.5
4574,2004,Katihar,25,1158042,615925,542117,704422,377288,327134,60.8
4575,2004,Katwa,40,1169525,600234,569291,963689,507544,456145,82.4
4576,2004,Kendrapara,5,1186834,617076,569758,836194,426595,409599,70.5
4577,2004,Keonjhar,21,1183472,598600,584872,814619,434174,380445,68.8
4578,2004,Khagaria,28,1196971,638246,558725,675969,385681,290288,56.5
4579,2004,Khajuraho,6,1552876,831514,721362,771830,497334,274496,49.7
4580,2004,Khalilabad,32,1397045,780616,616429,700982,395790,305192,50.2
4581,2004,Khammam,40,1298614,646316,652298,1020523,511288,509235,78.6
4582,2004,Khandwa,23,1217726,627521,590205,605099,356655,248444,49.7
4583,2004,Khargone,24,1287299,655223,632076,651747,370645,281102,50.6
4584,2004,Khed,41,1319319,679137,640182,731759,406089,325670,55.5
4585,2004,Kheri,11,1437563,790708,646855,706706,461605,245101,49.2
4586,2004,Khunti,11,904846,470507,434339,490772,276284,214488,54.2
4587,2004,Khurja,73,1457828,797234,660594,601160,378456,222704,41.2
4588,2004,Kishanganj,23,1278476,669530,608946,813315,442216,371099,63.6
4589,2004,Kodarma,5,1325734,691424,634310,825697,477726,347971,62.3
4590,2004,Kokrajhar,5,1216553,628100,588453,966915,528516,438399,79.5
4591,2004,Kolaba,3,1250272,629972,620300,791940,408296,383644,63.3
4592,2004,Kolar,10,1262765,642615,620150,907296,475151,432145,71.9
4593,2004,Kolhapur,48,1162212,584148,578064,811534,426801,384733,69.8
4594,2004,Kopargaon,40,1077519,558436,519083,666950,360153,306797,61.9
4595,2004,Koppal,4,1413496,702828,710668,892586,465562,427024,63.2
4596,2004,Koraput,12,1139590,554408,585182,735544,383725,351819,64.5
4597,2004,Kota,14,1327073,692170,634903,578740,353474,225266,43.6
4598,2004,Kottayam,13,963886,478098,485788,703486,334339,369147,73.0
4599,2004,Krishnagar,11,1117441,589512,527929,924304,495945,428359,82.7
4600,2004,Krishnagiri,14,1252580,622735,629845,737744,392971,344773,58.9
4601,2004,Kurnool,26,1310724,644392,666332,818316,426974,391342,62.4
4602,2004,Kurukshetra,2,1161933,629227,532706,850680,472534,378146,73.2
4603,2004,Kutch,1,1006563,512531,494032,458980,250377,208603,45.6
4604,2004,Ladakh,4,175768,87467,88301,127813,63033,64780,72.7
4605,2004,Lakhimpur,14,1126632,582132,544500,800101,430791,369310,71.0
4606,2004,Lakshadweep,1,39033,19880,19153,31820,15698,16122,81.5
4607,2004,Lalganj,42,1558349,838475,719874,763526,429617,333909,49.0
4608,2004,Latur,35,1293202,674423,618779,820746,444264,376482,63.5
4609,2004,Lohardaga,12,906666,468653,438013,467336,271360,195976,51.5
4610,2004,Lucknow,16,1639922,884529,755393,578501,360432,218069,35.3
4611,2004,Ludhiana,9,1560468,825291,735177,869922,474126,395796,55.8
4612,2004,Machhlishahr,43,1474056,793266,680790,676977,380951,296026,45.9
4613,2004,Machilipatnam,12,993370,488639,504731,752413,379864,372549,75.7
4614,2004,Madhepura,21,1187490,620337,567153,695657,371244,324413,58.6
4615,2004,Madhubani,13,1257633,675680,581953,695136,399706,295430,55.3
4616,2004,Madras Central,2,1045260,523077,522183,512784,281477,231307,49.1
4617,2004,Madras North,1,2000866,1015695,985171,915786,509908,405878,45.8
4618,2004,Madras South,3,1949904,977555,972349,934936,516444,418492,48.0
4619,2004,Madurai,24,1344023,669725,674298,738136,392812,345324,54.9
4620,2004,Mahabubnagar,29,1365922,672495,693427,866243,434557,431686,63.4
4621,2004,Maharajganj,6,1114665,568850,545815,664381,431848,232533,59.6
4622,2004,Maharajganj,35,1311205,712260,598945,746614,422509,324105,56.9
4623,2004,Mahasamund,7,1169419,579623,589796,770599,415789,354810,65.9
4624,2004,Mahendragarh,7,1429015,754390,674625,848852,466671,382181,59.4
4625,2004,Mainpuri,65,1211002,669500,541502,719797,465257,254540,59.4
4626,2004,Malda,7,1088411,559574,528837,844032,434969,409063,77.6
4627,2004,Malegaon,13,1222363,628347,594016,590436,339597,250839,48.3
4628,2004,Mandi,2,1065083,541375,523708,665196,342595,322601,62.5
4629,2004,Mandla,13,1095134,547160,547974,588178,334920,253258,53.7
4630,2004,Mandsaur,29,1373890,699066,674824,776188,451052,325136,56.5
4631,2004,Mandvi,25,1149161,572013,577148,644719,338913,305806,56.1
4632,2004,Mandya,14,1198750,604908,593842,856067,437500,418567,71.4
4633,2004,Mangaldoi,8,1209839,628045,581794,848741,474610,374131,70.2
4634,2004,Mangalore,17,1101484,549464,552020,790204,400425,389779,71.7
4635,2004,Manjeri,5,1262202,612925,649277,904535,454246,450289,71.7
4636,2004,Mathura,70,1277346,709749,567597,601855,384840,217015,47.1
4637,2004,Mathurapur,16,1113351,566256,547095,905415,515757,389658,81.3
4638,2004,Mavelikara,16,871592,407826,463766,642816,303520,339296,73.8
4639,2004,Mayiladuturai,29,1022018,506566,515452,693551,367280,326271,67.9
4640,2004,Mayurbhanj,1,990544,493875,496669,695815,362882,332933,70.3
4641,2004,Medak,33,1259126,621061,638065,899374,458161,441213,71.4
4642,2004,Meerut,76,1329974,723093,606881,697471,432430,265041,52.4
4643,2004,Mehsana,12,1236066,619862,616204,695357,379891,315466,56.3
4644,2004,Midnapore,32,1152887,586858,566029,905208,472364,432844,78.5
4645,2004,Miryalguda,42,1289342,640291,649051,961408,491667,469741,74.6
4646,2004,Mirzapur,50,1630287,891750,738537,728003,449708,278295,44.7
4647,2004,Misrikh,14,1234107,684169,549938,551699,362588,189111,44.7
4648,2004,Mizoram,1,549959,273454,276505,345372,175372,170000,62.8
4649,2004,Mohanlalganj,17,1278376,690420,587956,571848,358817,213031,44.7
4650,2004,Monghyr,29,1310042,715744,594298,838209,497596,340613,64.0
4651,2004,Moradabad,3,1353266,734666,618600,655173,415852,239321,48.4
4652,2004,Morena,1,1434889,782368,652521,486871,355472,131399,33.9
4653,2004,Mormugao,2,515504,261514,253990,297186,152606,144580,57.7
4654,2004,Motihari,3,1221716,672008,549708,679070,421100,257970,55.6
4655,2004,Mukundapuram,10,1024150,496412,527738,721958,362961,358997,70.5
4656,2004,Mumbai North,9,2377866,1295493,1082373,1119246,644451,474795,47.1
4657,2004,Mumbai North Central,6,1117487,627054,490433,514561,294444,220117,46.1
4658,2004,Mumbai North East,7,1974560,1107338,867222,925623,535793,389830,46.9
4659,2004,Mumbai North West,8,1515745,825728,690017,747677,417980,329697,49.3
4660,2004,Mumbai South,4,620431,353569,266862,274343,159498,114845,44.2
4661,2004,Mumbai South Central,5,704452,405543,298909,347937,203651,144286,49.4
4662,2004,Murshidabad,9,1197170,619686,577484,1003469,519296,484173,83.8
4663,2004,Muvattupuzha,12,984053,493309,490744,744192,393586,350606,75.6
4664,2004,Muzaffarnagar,78,1521778,829817,691961,862387,516961,345426,56.7
4665,2004,Muzaffarpur,10,1237345,665225,572120,783974,452811,331163,63.4
4666,2004,Mysore,16,1478718,750875,727843,957108,507433,449675,64.7
4667,2004,Nabadwip,12,1389486,730239,659247,1171667,623343,548324,84.3
4668,2004,Nagaland,1,1041433,547114,494319,951684,505682,446002,91.4
4669,2004,Nagapattinam,30,1049004,517378,531626,749483,385472,364011,71.5
4670,2004,Nagarkurnool,28,1296544,645210,651334,882624,456705,425919,68.1
4671,2004,Nagaur,25,1436070,743607,692463,630118,368683,261435,43.9
