,election_year,pc_name,pc_no,electors,male_electors,female_electors,votes_polled,male_voters,female_voters,votes_polled_percentage
2041,1989,Rampur,34,972113,534701,437412,520393,338683,181710,53.5
2042,1989,Ramtek,8,897196,475694,421502,580972,330896,250076,64.8
2043,1989,Ranchi,22,925104,467239,457865,477706,333649,144057,51.6
2044,1989,Rasipuram,49,1009869,504088,505781,639205,334100,305105,63.3
2045,1989,Ratnagiri,15,764262,323951,440311,505975,233743,272232,66.2
2046,1989,Rewa,2,1058365,546416,511949,536920,322822,214098,50.7
2047,1989,Robertsganj,9,1038263,553520,484743,490124,297559,192565,47.2
2048,1989,Rohtak,53,908794,488925,419869,619262,349567,269695,68.1
2049,1989,Ropar,5,1043186,577955,465231,714245,397927,316318,68.5
2050,1989,Rosera,7,964871,498987,465884,626036,365622,260414,64.9
2051,1989,Sabarkantha,16,935924,468772,467152,519867,284857,235010,55.6
2052,1989,Sagar,15,897740,473069,424671,481922,302989,178933,53.7
2053,1989,Saharanpur,5,957146,547760,409386,606987,333829,273158,63.4
2054,1989,Saharsa,84,1058549,555604,502945,770308,431966,338342,72.8
2055,1989,Saidpur,20,1029062,551426,477636,433023,225171,207852,42.1
2056,1989,Salem,49,1032058,523148,508910,668594,350686,317908,64.8
2057,1989,Salempur,16,990007,536973,453034,511134,287730,223404,51.6
2058,1989,Salumber,42,911457,461734,449723,466397,275215,191182,51.2
2059,1989,Samastipur,17,1075195,562118,513077,704303,421584,282719,65.5
2060,1989,Sambalpur,17,991525,522708,468817,613657,357741,255916,61.9
2061,1989,Sambhal,17,858154,471107,387047,458721,273867,184854,53.5
2062,1989,Sangli,9,892515,452319,440196,536417,288186,248231,60.1
2063,1989,Sangrur,46,943992,511708,432284,676743,453979,222764,71.7
2064,1989,Sarangarh,10,902624,445592,457032,516476,276502,239974,57.2
2065,1989,Sasaram,16,965857,517380,448477,538050,357014,181036,55.7
2066,1989,Satara,38,911901,441266,470635,464710,248529,216181,51.0
2067,1989,Satna,44,960755,491244,469511,490512,293277,197235,51.1
2068,1989,Sawai Madhopur,8,1039727,559794,479933,585690,371825,213865,56.3
2069,1989,Secunderabad,11,1154622,615729,538893,668988,386027,282961,57.9
2070,1989,Seoni,31,893182,455955,437227,458710,256597,202113,51.4
2071,1989,Serampore,26,1066526,617555,448971,820770,490110,330660,77.0
2072,1989,Shahabad,26,886183,490967,395216,423766,280597,143169,47.8
2073,1989,Shahdol,16,947958,489084,458874,441652,273538,168114,46.6
2074,1989,Shahjahanpur,11,931529,515408,416121,492922,316362,176560,52.9
2075,1989,Shajapur,14,934268,482567,451701,607446,350355,257091,65.0
2076,1989,Sheohar,33,962568,512153,450415,633746,405313,228433,65.8
2077,1989,Shillong,12,585754,301204,284550,298613,157451,141162,51.0
2078,1989,Shimoga,1,1024762,529551,495211,727264,389314,337950,71.0
2079,1989,Sholapur,21,850629,435024,415605,515543,280777,234766,60.6
2080,1989,Siddipet,37,1144328,580018,564310,761363,402107,359256,66.5
2081,1989,Sidhi,32,992279,514207,478072,457046,302522,154524,46.1
2082,1989,Sikar,10,1132841,596729,536112,737519,399862,337657,65.1
2083,1989,Sikkim,5,192619,100950,91669,138698,76598,62100,72.0
2084,1989,Simla,1,718487,379829,338658,425668,243543,182125,59.3
2085,1989,Singhbhum,1,760236,393136,367100,288955,195123,93832,38.0
2086,1989,Sirsa,51,976500,537799,438701,621055,359083,261972,63.6
2087,1989,Sitamarhi,10,1011260,535842,475418,654778,412182,242596,64.8
2088,1989,Sitapur,11,880520,531782,348738,471061,264226,206835,53.5
2089,1989,Sivaganga,17,1002667,497567,505100,661456,309674,351782,66.0
2090,1989,Sivakasi,33,1083748,537684,546064,783252,395490,387762,72.3
2091,1989,Siwan,35,965656,528036,437620,562288,370556,191732,58.2
2092,1989,Sonepat,5,943188,510037,433151,615411,356689,258722,65.3
2093,1989,South Delhi,4,849216,491529,357687,482858,265503,217355,56.9
2094,1989,Srikakulam,2,861650,414964,446686,632341,316485,315856,73.4
2095,1989,Srinagar,1,782715,415023,367692,565106,0,0,60.0
2096,1989,Sriperumbudur,2,1037657,522933,514724,716403,379049,337354,69.0
2097,1989,Sultanpur,4,940963,516706,424257,456773,301736,155037,48.5
2098,1989,Sundargarh,26,940968,510398,430570,468396,291046,177350,49.8
2099,1989,Surat,20,1288729,694840,593889,700577,401897,298680,54.4
2100,1989,Surendranagar,24,832118,429827,402291,423056,241506,181550,50.8
2101,1989,Surguja,2,895838,454214,441624,393529,258948,134581,43.9
2102,1989,Tamluk,12,930444,483350,447094,793885,415248,378637,85.3
2103,1989,Tarn Taran,30,942162,495070,447092,599322,347548,251774,63.6
2104,1989,Tehri Garhwal,3,871646,474247,397399,443029,257128,185901,50.8
2105,1989,Tenali,1,890858,446658,444200,646331,336238,310093,72.6
2106,1989,Tenkasi,14,933214,457908,475306,638792,323480,315312,68.5
2107,1989,Thane,37,1554410,848062,706348,890052,507768,382284,57.3
2108,1989,Thanjavur,10,920496,467296,453200,667837,348520,319317,72.6
2109,1989,Tindivanam,31,958799,485578,473221,658615,337620,320995,68.7
2110,1989,Tiruchendur,10,951922,463931,487991,575556,280010,295546,60.5
2111,1989,Tiruchengode,38,1269558,643719,625839,818032,440620,377412,64.4
2112,1989,Tiruchirappalli,17,1053144,536290,516854,712943,374078,338865,67.7
2113,1989,Tirunelveli,27,970473,481881,488592,614990,315015,299975,63.4
2114,1989,Tirupathi,36,1077859,535274,542585,770785,411550,359235,71.5
2115,1989,Tiruppattur,20,992148,495783,496365,685933,350992,334941,69.1
2116,1989,Tonk,8,989194,508953,480241,516699,298135,218564,52.2
2117,1989,Trichur,13,912039,435147,476892,719432,341138,378294,78.9
2118,1989,Tripura East,9,733910,375597,358313,600724,312425,288299,81.9
2119,1989,Tripura West,2,802640,411197,391443,688261,362719,325542,85.8
2120,1989,Trivandrum,1,1024210,514957,509253,757167,378441,378726,73.9
2121,1989,Tumkur,20,963069,493185,469884,705124,379613,325511,73.2
2122,1989,Tura,8,352106,177612,174494,188354,101373,86981,53.5
2123,1989,Udaipur,2,1029393,526722,502671,597792,332170,265622,58.1
2124,1989,Udhampur,18,809465,433470,375995,319326,211112,108214,39.5
2125,1989,Udupi,5,903990,431117,472873,604759,289917,314842,66.9
2126,1989,Ujjain,18,887582,455832,431750,506061,290438,215623,57.0
2127,1989,Uluberia,38,948820,504508,444312,762036,419790,342246,80.3
2128,1989,Unnao,25,933295,515678,417617,479686,266259,213427,51.4
2129,1989,Vaishali,22,964120,509350,454770,711954,452873,259081,73.8
2130,1989,Vandavasi,9,978457,488942,489515,677686,340756,336930,69.3
2131,1989,Varanasi,9,1041360,573557,467803,444042,266442,177600,42.6
2132,1989,Vellore,52,1011139,508232,502907,669397,342515,326882,66.2
2133,1989,Vidisha,7,925976,488268,437708,545748,337957,207791,58.9
2134,1989,Vijayawada,31,1106132,557922,548210,822391,437369,385022,74.4
2135,1989,Visakhapatnam,13,1073318,536056,537262,733318,393103,340215,68.3
2136,1989,Vishnupur,4,907049,461341,445708,744882,392073,352809,82.1
2137,1989,Warangal,36,946078,478617,467461,714262,373065,341197,75.5
2138,1989,Wardha,39,920961,488736,432225,603270,349636,253634,65.5
2139,1989,Washim,27,853576,437053,416523,568338,314212,254126,66.6
2140,1989,Yavatmal,20,890474,461255,429219,534029,303561,230468,60.0
2141,1991,Adilabad,35,890080,442966,447114,526729,284640,242089,59.2
2142,1991,Adoor,17,900486,443193,457293,668474,325096,343378,74.2
2143,1991,Agra,73,919975,478912,441063,419562,222515,197047,45.6
2144,1991,Ahmedabad,10,1051781,562435,489346,400753,247351,153402,38.1
2145,1991,Ahmednagar,39,1001165,514597,486568,614922,345066,269856,61.4
2146,1991,Ajmer,12,963531,498335,465196,438424,255317,183107,45.5
2147,1991,Akbarpur,27,960334,503906,456428,510146,296537,213609,53.1
2148,1991,Akola,19,949409,496156,453253,517461,295973,221488,54.5
2149,1991,Aligarh,76,934243,513832,420411,471658,259436,212222,50.5
2150,1991,Alipurduars,2,918815,481829,436986,711036,377754,333282,77.4
2151,1991,Allahabad,56,984299,544999,439300,399424,219684,179740,40.6
2152,1991,Alleppey,15,944397,457744,486653,741369,362845,378524,78.5
2153,1991,Almora,3,854910,408982,445928,342964,204724,138240,40.1
2154,1991,Alwar,8,962311,515100,447211,422740,269804,152936,43.9
2155,1991,Amalapuram,9,836319,415441,420878,527366,286174,241192,63.1
2156,1991,Ambala,1,912390,497041,415349,653526,361151,292375,71.6
2157,1991,Amethi,25,918257,505365,412892,376202,225783,150419,41.0
2158,1991,Amravati,21,939913,496437,443476,425509,262597,162912,45.3
2159,1991,Amreli,7,823941,417776,406165,402769,236297,166472,48.9
2160,1991,Amritsar,2,1017957,554737,463220,247378,157358,90020,24.3
2161,1991,Amroha,6,925377,527869,397508,565325,353274,212051,61.1
2162,1991,Anakapalli,6,894732,433998,460734,603706,309016,294690,67.5
2163,1991,Anand,20,911580,470904,440676,457804,274855,182949,50.2
2164,1991,Anantapur,25,1016053,515454,500599,628105,356534,271571,61.8
2165,1991,Andaman & Nicobar Islands,1,169120,99014,70106,108822,63500,45322,64.4
2166,1991,Aonla,11,822940,452382,370558,430997,308982,122015,52.4
2167,1991,Arakkonam,6,968764,482893,485871,670706,348558,322148,69.2
2168,1991,Arambagh,28,976896,528205,448691,810177,469488,340689,82.9
2169,1991,Araria,22,920630,487287,433343,553024,344602,208422,60.1
2170,1991,Arrah,36,1070495,563546,506949,689440,375620,313820,64.4
2171,1991,Arunachal East,2,212830,119098,93732,119376,68977,50399,56.1
2172,1991,Arunachal West,1,306485,160273,146212,146948,82571,64377,48.0
2173,1991,Asansol,38,1126207,628475,497732,722290,423672,298618,64.1
2174,1991,Aska,10,995423,546362,449061,497960,302118,195842,50.0
2175,1991,Aurangabad,40,978604,535783,442821,494615,302461,192154,50.5
2176,1991,Aurangabad,33,1205538,622326,583212,583145,350411,232734,48.4
2177,1991,Autonomous District,3,439888,233457,206431,314973,165194,149779,71.6
2178,1991,Azamgarh,45,981903,546101,435802,486272,285904,200368,49.5
2179,1991,Badagara,3,1030244,503807,526437,800229,382079,418150,77.7
2180,1991,Bagaha,1,874889,480279,394610,397126,238275,158851,45.4
2181,1991,Bagalkot,27,952600,472433,480167,612827,324261,288566,64.3
2182,1991,Baghpat,81,937210,531414,405796,482277,317666,164611,51.5
2183,1991,Bahraich,31,922738,507291,415447,430987,237042,193945,46.7
2184,1991,Balaghat,23,810944,405596,405348,461260,259200,202060,56.9
2185,1991,Balasore,2,995301,534325,460976,611825,341290,270535,61.5
2186,1991,Balia,19,926690,493463,433227,492043,304017,188026,53.1
2187,1991,Ballia,43,1003696,519536,484160,476635,287210,189425,47.5
2188,1991,Balrampur,32,942754,518625,424129,494978,346484,148494,52.5
2189,1991,Balurghat,6,968371,506525,461846,794795,439759,355036,82.1
2190,1991,Banaskantha,14,909163,467247,441916,429696,265175,164521,47.3
2191,1991,Banda,59,889615,489413,400202,387530,213141,174389,43.6
2192,1991,Bangalore North,12,1335138,703607,631531,617388,352184,265204,46.2
2193,1991,Bangalore South,13,1328381,714985,613396,607128,350797,256331,45.7
2194,1991,Banka,29,962029,507227,454802,487594,275326,212268,50.7
2195,1991,Bankura,35,942357,479421,462936,682903,349502,333401,72.5
2196,1991,Bansgaon,37,963344,539113,424231,456627,278964,177663,47.4
2197,1991,Banswara,16,956533,487943,468590,480299,274073,206226,50.2
2198,1991,Bapatla,16,999363,495680,503683,623289,327181,296108,62.4
2199,1991,Bara Banki,29,880429,484256,396173,450698,289637,161061,51.2
2200,1991,Baramati,43,1261608,662705,598903,591795,359105,232690,46.9
2201,1991,Barasat,13,1075164,609691,465473,893572,493467,400105,83.1
2202,1991,Bareilly,12,866698,476782,389916,505313,353719,151594,58.3
2203,1991,Barh,18,1035217,539264,495953,718960,432409,286551,69.5
2204,1991,Barmer,23,1134522,610276,524246,572233,358571,213662,50.4
2205,1991,Baroda,22,1150421,604119,546302,559779,332834,226945,48.7
2206,1991,Barpeta,6,869418,461793,407625,706507,379320,327187,81.3
2207,1991,Barrackpore,19,930330,523207,407123,695973,384134,311839,74.8
2208,1991,Basirhat,14,919022,480488,438534,774768,427193,347575,84.3
2209,1991,Bastar,20,760905,376975,383930,207034,143148,63886,27.2
2210,1991,Basti,34,953551,525086,428465,451948,248600,203348,47.4
2211,1991,Bayana,10,944735,517990,426745,371799,268981,102818,39.4
2212,1991,Beed,34,1137213,577794,559419,610555,357816,252739,53.7
2213,1991,Begusarai,33,1007437,530244,477193,675617,371588,304029,67.1
2214,1991,Belgaum,25,1025456,518312,507144,536165,269362,266803,52.3
2215,1991,Bellary,5,1036202,515617,520585,531221,304280,226941,51.3
2216,1991,Berhampore,10,1069213,557020,512193,812803,413210,399593,76.0
2217,1991,Berhampur,11,937447,487434,450013,464429,276951,187478,49.5
2218,1991,Bettiah,2,920104,507585,412519,530880,358723,172157,57.7
2219,1991,Betul,28,819648,420161,399487,303755,194454,109301,37.1
2220,1991,Bhadrachalam,5,945933,470821,475112,519063,271158,247905,54.9
2221,1991,Bhadrak,3,980232,527242,452990,600132,340923,259209,61.2
2222,1991,Bhagalpur,30,1055616,583207,472409,613185,396705,216480,58.1
2223,1991,Bhandara,24,869165,439741,429424,567394,302574,264820,65.3
2224,1991,Bharatpur,9,909890,492324,417566,497779,269316,228463,54.7
2225,1991,Bhatinda,11,997277,536994,460283,138845,83542,55303,13.9
2226,1991,Bhavnagar,8,909791,464493,445298,390439,235856,154583,42.9
2227,1991,Bhilwara,20,997385,516376,481009,509760,298251,211509,51.1
2228,1991,Bhind,2,1005341,544782,460559,403013,286461,116552,40.1
2229,1991,Bhiwani,8,949440,508426,441014,596369,332877,263492,62.8
2230,1991,Bhopal,30,1160113,612989,547124,584688,357035,227653,50.4
2231,1991,Bhubaneswar,9,1016696,556812,459884,499831,316897,182934,49.2
2232,1991,Bidar,1,996676,511771,484905,459812,285817,173995,46.1
2233,1991,Bijapur,28,957288,485391,471897,466598,264625,201973,48.7
2234,1991,Bijnor,5,937649,562692,374957,539018,334328,204690,57.5
2235,1991,Bikaner,2,1437652,787508,650144,613583,386152,227431,42.7
2236,1991,Bikramganj,39,992054,542870,449184,527174,370250,156924,53.1
2237,1991,Bilaspur,15,910324,460643,449681,336115,205067,131048,36.9
2238,1991,Bilhaur,64,985290,571535,413755,472478,315704,156774,48.0
2239,1991,Birbhum,42,920781,468087,452694,692508,365673,326835,75.2
2240,1991,Bobbili,3,863311,420135,443176,583131,306499,276632,67.6
2241,1991,Bolangir,16,852106,443337,408769,469129,287409,181720,55.1
2242,1991,Bolpur,41,925057,471545,453512,713844,379438,334406,77.2
2243,1991,Bombay North,9,1585616,885442,700174,640737,398587,242150,40.4
2244,1991,Bombay North Central,6,1033716,606327,427389,420179,258060,162119,40.7
2245,1991,Bombay North East,7,1516164,876566,639598,664269,400661,263608,43.8
2246,1991,Bombay North West,8,1247057,696095,550962,531290,316426,214864,42.6
2247,1991,Bombay South,4,749380,463598,285782,289605,188659,100946,38.7
2248,1991,Bombay South Central,5,814338,513528,300810,345927,225301,120626,42.5
2249,1991,Broach,23,935113,480619,454494,555097,312955,242142,59.4
2250,1991,Budaun,10,879682,480861,398821,468266,295018,173248,53.2
2251,1991,Bulandshahr,78,930235,511967,418268,460292,253169,207123,49.5
2252,1991,Buldhana,18,919037,469725,449312,467156,274143,193013,50.8
2253,1991,Bulsar,26,975048,497273,477775,343529,202305,141224,35.2
2254,1991,Burdwan,39,1061300,551665,509635,855125,451763,403362,80.6
2255,1991,Buxar,37,1012148,591124,421024,583129,341914,241215,57.6
2256,1991,Calcutta North East,22,858170,519964,338206,573443,344118,229325,66.8
2257,1991,Calcutta North West,21,704483,466490,237993,409564,245739,163825,58.1
2258,1991,Calcutta South,23,1042903,602020,440883,714395,406925,307470,68.5
2259,1991,Calicut,4,1014583,507542,507041,754114,386499,367615,74.3
2260,1991,Cannanore,2,968420,480318,488102,749811,371027,378784,77.4
2261,1991,Chail,57,944049,497941,446108,376332,254358,121974,39.9
2262,1991,Chamarajanagar,15,944165,484827,459338,578291,324874,253417,61.3
2263,1991,Chandauli,51,1038904,571820,467084,448503,279089,169414,43.2
2264,1991,Chandigarh,1,372792,212702,160090,215637,123584,92053,57.8
2265,1991,Chandni Chowk,5,399737,219693,180044,228439,135053,93386,57.2
2266,1991,Chandrapur,26,1017275,546321,470954,518574,297847,220727,51.0
2267,1991,Chapra,7,994872,514166,480706,726792,450544,276248,73.1
2268,1991,Chatra,44,885639,463159,422480,439587,294527,145060,49.6
2269,1991,Chengalpattu,5,952050,480575,471475,657323,344402,312921,69.0
2270,1991,Chhindwara,27,842325,433198,409127,392708,237828,154880,46.6
2271,1991,Chhota Udaipur,21,855858,443695,412163,338172,200408,137764,39.5
2272,1991,Chidambaram,12,933507,477021,456486,648403,340057,308346,69.5
2273,1991,Chikballapur,9,989314,508075,481239,667734,369140,298594,67.5
2274,1991,Chikkodi,26,930070,476177,453893,500738,282172,218566,53.8
2275,1991,Chikmagalur,20,949376,478228,471148,518992,290594,228398,54.7
2276,1991,Chittoor,21,1003113,503983,499130,682643,376710,305933,68.1
2277,1991,Chittorgarh,19,1059815,545881,513934,531898,322726,209172,50.2
2278,1991,Churu,3,1065230,564455,500775,528335,308465,219870,49.6
2279,1991,Coimbatore,20,1179032,616136,562896,717507,390812,326695,60.9
2280,1991,Contai,31,870090,460344,409746,696283,365206,331077,80.0
2281,1991,Cooch Behar,1,981865,506604,475261,833066,436506,396560,84.9
2282,1991,Cuddalore,11,953560,480403,473157,651048,339105,311943,68.3
2283,1991,Cuddapah,23,1138514,569638,568876,782760,417231,365529,68.8
2284,1991,Cuttack,6,987764,544531,443233,586457,324170,262287,59.4
2285,1991,Dadra & Nagar Haveli,1,75009,38117,36892,49863,25906,23957,66.5
2286,1991,Dahanu,11,1088103,593145,494958,456786,271105,185681,42.0
2287,1991,Dahod,17,844143,429417,414726,289793,172602,117191,34.3
2288,1991,Daman And Diu,1,57892,29257,28635,38786,19098,19688,67.0
2289,1991,Damoh,7,1018753,530274,488479,434465,282503,151962,42.7
2290,1991,Darbhanga,15,926642,484592,442050,630414,398290,232124,68.0
2291,1991,Darjeeling,4,1096220,583028,513192,779568,434586,344982,71.1
2292,1991,Dausa,7,1048801,555159,493642,489576,300481,189095,46.7
2293,1991,Davangere,6,1092655,559248,533407,614169,355144,259025,56.2
2294,1991,Delhi Sadar,6,534335,284508,249827,286254,167986,118268,53.6
2295,1991,Deogarh,18,960124,515817,444307,482040,303476,178564,50.2
2296,1991,Deoria,41,992715,550903,441812,502302,303735,198567,50.6
2297,1991,Dhanbad,47,1169411,671668,497743,592422,396214,196208,50.7
2298,1991,Dhandhuka,9,898306,460325,437981,393725,232596,161129,43.8
2299,1991,Dhar,36,913026,462131,450895,474340,270482,203858,52.0
2300,1991,Dharmapuri,13,1005354,510551,494803,653240,344247,308993,65.0
2301,1991,Dharwad North,24,959555,498329,461226,488525,254032,234493,50.9
2302,1991,Dharwad South,23,941551,489886,451665,510423,297350,213073,54.2
2303,1991,Dhenkanal,19,909337,491283,418054,537673,316863,220810,59.1
2304,1991,Dhubri,4,883429,457363,426066,749078,385953,363125,84.8
2305,1991,Dhule,14,913875,466416,447459,372445,221420,151025,40.8
2306,1991,Diamond Harbour,17,961802,549446,412356,720436,399442,320994,74.9
2307,1991,Dibrugarh,13,801311,426951,374360,529721,292910,236811,66.1
2308,1991,Dindigul,23,1031174,515243,515931,637229,334619,302610,61.8
2309,1991,Domariaganj,35,959298,527614,431684,532269,292748,239521,55.5
2310,1991,Dum Dum,20,1324332,719680,604652,989892,546343,443549,74.8
2311,1991,Dumka,27,871904,452231,419673,454812,304739,150073,52.2
2312,1991,Durg,21,1062740,543123,519617,557871,315150,242721,52.5
2313,1991,Durgapur,37,1041160,552471,488689,767870,418888,348982,73.8
2314,1991,East Delhi,4,1582516,871069,711447,763274,457750,305524,48.2
2315,1991,Eluru,11,987245,494978,492267,702949,367998,334951,71.2
2316,1991,Erandol,16,972819,493583,479236,417271,245060,172211,42.9
2317,1991,Ernakulam,11,1019504,518178,501326,740866,378842,362024,72.7
2318,1991,Etah,71,839807,460470,379337,466126,303558,162568,55.5
2319,1991,Etawah,66,949081,522443,426638,473966,312403,161563,49.9
2320,1991,Faizabad,28,945771,500945,444826,472224,270503,201721,49.9
2321,1991,Faridabad,6,1141760,621801,519959,715602,419683,295919,62.7
2322,1991,Faridkot,12,1006515,566038,440477,258881,155347,103534,25.7
2323,1991,Farrukhabad,68,959727,527850,431877,498644,274267,224377,52.0
2324,1991,Fatehpur,58,921709,507217,414492,381258,228790,152468,41.4
2325,1991,Ferozepur,13,1044442,564191,480251,456067,245856,210211,43.7
2326,1991,Firozabad,72,931499,484379,447120,449710,260855,188855,48.3
2327,1991,Gandhinagar,11,1375341,720630,654711,625226,366320,258906,45.5
2328,1991,Ganganagar,1,1116994,622977,494017,471975,295915,176060,42.3
2329,1991,Garhwal,2,885969,454931,431038,412072,207576,204496,46.5
2330,1991,Gauhati,7,1067490,576623,490867,746036,404482,341554,69.9
2331,1991,Gaya,43,969299,524598,444701,629468,380204,249264,64.9
2332,1991,Ghatampur,63,922050,512587,409463,442513,289971,152542,48.0
2333,1991,Ghazipur,50,1029180,536109,493071,531121,290637,240484,51.6
2334,1991,Ghosi,44,1000321,570424,429897,488031,268417,219614,48.8
2335,1991,Giridih,46,955994,528256,427738,483492,294287,189205,50.6
2336,1991,Gobichettipalayam,19,908687,462180,446507,612546,326489,286057,67.4
2337,1991,Godda,28,961709,504274,457435,534925,394206,140719,55.6
2338,1991,Godhra,18,842645,440596,402049,314288,198557,115731,37.3
2339,1991,Gonda,33,944304,520009,424295,449774,314841,134933,47.6
2340,1991,Gopalganj,4,948650,517709,430941,710378,394823,315555,74.9
2341,1991,Gorakhpur,38,903188,511869,391319,479351,291766,187585,53.1
2342,1991,Gulbarga,2,1042161,525768,516393,426525,251733,174792,40.9
2343,1991,Guna,4,1024222,546085,478137,373662,256480,117182,36.5
2344,1991,Guntur,15,1114537,555727,558810,658179,355009,303170,59.1
2345,1991,Gurdaspur,1,964014,498761,465253,350884,213869,137015,36.4
2346,1991,Gwalior,3,998174,535616,462558,372046,199638,172408,37.3
2347,1991,Hajipur,8,980132,519381,460751,749558,449209,300349,76.5
2348,1991,Hamirpur,4,799292,393888,405404,457664,228181,229483,57.3
2349,1991,Hamirpur,60,842960,466776,376184,404855,251504,153351,48.0
2350,1991,Hanamkonda,38,959416,487157,472259,395963,218395,177568,41.3
2351,1991,Hapur,79,1084021,616122,467899,555473,331115,224358,51.2
2352,1991,Hardoi,19,902205,497169,405036,447712,268445,179267,49.6
2353,1991,Hardwar,85,897723,508916,388807,539033,311564,227469,60.0
2354,1991,Hassan,19,1057541,536515,521026,708765,387853,320912,67.0
2355,1991,Hathras,75,909705,500335,409370,469158,258049,211109,51.6
2356,1991,Hazaribagh,48,1019773,545773,474000,510221,306044,204177,50.0
2357,1991,Hindupur,24,985759,500470,485289,616123,350091,266032,62.5
2358,1991,Hingoli,29,942014,473861,468153,459907,267590,192317,48.8
2359,1991,Hissar,9,919440,497916,421524,627037,353704,273333,68.2
2360,1991,Hooghly,27,1002466,559921,442545,796160,454200,341960,79.4
2361,1991,Hoshangabad,29,937077,493383,443694,440226,275149,165077,47.0
2362,1991,Hoshiarpur,6,959076,534027,425049,355284,193651,161633,37.0
2363,1991,Howrah,24,1166213,608458,557755,801451,480870,320581,68.7
2364,1991,Hyderabad,30,1296145,673153,622992,999602,539960,459642,77.1
2365,1991,Ichalkaranji,47,971473,495245,476228,518511,291319,227192,53.4
2366,1991,Idukki,14,997877,509658,488219,714298,370606,343692,71.6
2367,1991,Indore,37,1150378,605330,545048,558913,334366,224547,48.6
2368,1991,Inner Manipur,1,611503,302646,308857,375908,191765,184143,61.5
2369,1991,Jabalpur,25,945456,500679,444777,396364,246040,150324,41.9
2370,1991,Jadavpur,18,1173319,685492,487827,867072,488257,378815,73.9
2371,1991,Jagatsinghpur,7,1017251,566093,451158,676162,368463,307699,66.5
2372,1991,Jahanabad,41,1067874,591555,476319,801921,453268,348653,75.1
2373,1991,Jaipur,6,1346629,727058,619571,559972,344885,215087,41.6
2374,1991,Jajpur,4,961000,564561,396439,570798,335187,235611,59.4
2375,1991,Jalaun,62,938419,514527,423892,482404,265323,217081,51.4
2376,1991,Jalesar,70,844986,454294,390692,394776,238866,155910,46.7
2377,1991,Jalgaon,17,979398,504339,475059,480185,268387,211798,49.0
2378,1991,Jalna,32,1013928,513882,500046,546349,316331,230018,53.9
2379,1991,Jalore,22,1101306,582507,518799,588954,344573,244381,53.5
2380,1991,Jalpaiguri,3,948985,501602,447383,743975,402781,341194,78.4
2381,1991,Jamnagar,3,825986,422724,403262,395309,231635,163674,47.9
2382,1991,Jamshedpur,50,963786,504906,458880,522780,303269,219511,54.2
2383,1991,Jangipur,8,943696,470349,473347,728077,387726,340351,77.2
2384,1991,Janjgir,14,1013419,514665,498754,387020,232790,154230,38.2
2385,1991,Jaunpur,48,991216,563447,427769,452419,244009,208410,45.6
2386,1991,Jhabua,39,890563,451019,439544,409376,239258,170118,46.0
2387,1991,Jhalawar,15,901391,468597,432794,425333,267087,158246,47.2
2388,1991,Jhanjharpur,14,959716,502336,457380,654471,389900,264571,68.2
2389,1991,Jhansi,61,1051181,555198,495983,480883,279313,201570,45.8
2390,1991,Jhargram,33,883949,460032,423917,690183,378166,312017,78.1
2391,1991,Jhunjhunu,4,1142564,610014,532550,534979,335982,198997,46.8
2392,1991,Jodhpur,24,1164067,624980,539087,551639,344549,207090,47.4
2393,1991,Jorhat,12,853871,456204,397667,563633,306410,257223,66.0
2394,1991,Joynagar,15,956356,543889,412467,754350,410467,343883,78.9
2395,1991,Jullundur,4,963829,502052,461777,298228,174508,123720,30.9
2396,1991,Junagadh,6,924905,474546,450359,444865,255350,189515,48.1
2397,1991,Kaira,19,937255,481356,455899,355849,227951,127898,38.0
2398,1991,Kairana,83,881970,529246,352724,516077,318904,197173,58.5
2399,1991,Kaiserganj,30,875439,481464,393975,467035,256869,210166,53.4
2400,1991,Kakinada,7,981754,486619,495135,603429,321400,282029,61.5
2401,1991,Kalahandi,14,844830,440095,404735,447837,278444,169393,53.0
2402,1991,Kaliabor,11,908505,540350,368155,680628,476440,204188,74.9
2403,1991,Kanakapura,11,1370470,705620,664850,810336,458299,352037,59.1
2404,1991,Kanara,22,968519,495141,473378,497775,292191,205584,51.4
2405,1991,Kangra,3,766840,377678,389162,428165,228321,199844,55.8
2406,1991,Kanker,19,861510,428150,433360,318386,193339,125047,37.0
2407,1991,Kannauj,67,945773,520173,425600,489693,269333,220360,51.8
2408,1991,Kanpur,65,1068327,588974,479353,414232,235315,178917,38.8
2409,1991,Kapadvanj,16,952884,488190,464694,339774,211922,127852,35.7
2410,1991,Karad,45,964559,476961,487598,506925,272780,234145,52.6
2411,1991,Karimganj,1,801657,435890,365767,619166,328522,290644,77.2
2412,1991,Karimnagar,37,1077437,551127,526310,534428,290824,243604,49.6
2413,1991,Karnal,3,950987,509679,441308,647701,360767,286934,68.1
2414,1991,Karol Bagh,7,509932,279370,230562,256338,156114,100224,50.3
2415,1991,Karur,26,1043464,519244,524220,705045,360787,344258,67.6
2416,1991,Kasaragod,1,1036913,511099,525814,775421,380001,395420,74.8
2417,1991,Katihar,25,865167,490021,375146,503685,313235,190450,58.2
2418,1991,Katwa,40,1010077,527975,482102,819632,445074,374558,81.2
2419,1991,Kendrapara,5,942303,505415,436888,599903,337769,262134,63.7
2420,1991,Keonjhar,21,912382,480960,431422,433789,276296,157493,47.5
2421,1991,Khagaria,31,956666,530786,425880,571057,341293,229764,59.7
